DateTime,Week-ahead Forecast [MW],Day-ahead forecast [MW],Most recent forecast [MW],Measured & upscaled [MW],Monitored Capacity [MW],Day-ahead forecast (11h00) [MW]
01/01/2020 00:00,1484.2,894.36,753.05,456.26,1887.95,863.11
01/01/2020 00:15,1473.05,883.53,753.23,440.81,1887.95,785.64
01/01/2020 00:30,1497.52,864.27,751.39,449.2,1887.95,736.8
01/01/2020 00:45,1513.73,853.21,750.18,467.84,1887.95,707.22
01/01/2020 01:00,1531.32,839.94,563.92,494.78,1887.95,687.16
01/01/2020 01:15,1545.56,821.02,566.58,524.51,1887.95,680.1
01/01/2020 01:30,1547.44,790.68,579.72,510.46,1887.95,678.5
01/01/2020 01:45,1536.55,755,583.58,471.55,1887.95,663.59
01/01/2020 02:00,1549.59,711.39,581.04,457.41,1887.95,616.7
01/01/2020 02:15,1544.72,656.59,568.15,430.31,1887.95,563.5
01/01/2020 02:30,1549.39,611.15,550.33,396.24,1887.95,516.47
01/01/2020 02:45,1555.11,563.41,534.46,358.95,1887.95,481.26
01/01/2020 03:00,1538.91,518.52,513.51,349.45,1887.95,457.95
01/01/2020 03:15,1551.73,485.62,490.44,337.36,1887.95,444.13
01/01/2020 03:30,1541.33,451.84,470.95,322.49,1887.95,428.31
01/01/2020 03:45,1560.27,420.35,456.8,295.07,1887.95,411.43
01/01/2020 04:00,1550.5,395.75,431.35,250.95,1887.95,392.24
01/01/2020 04:15,1581.31,365.08,413.41,234.3,1887.95,360.6
01/01/2020 04:30,1579.65,339.22,391.33,216.05,1887.95,328.84
01/01/2020 04:45,1592.63,319.28,368.05,207.53,1887.95,300.59
01/01/2020 05:00,1587.18,300.04,344.17,192.29,1887.95,280.09
01/01/2020 05:15,1596.25,289.63,322.23,166.75,1887.95,266.69
01/01/2020 05:30,1599.01,280.65,298.21,159.4,1887.95,257.85
01/01/2020 05:45,1584.16,277.24,273.42,152.54,1887.95,255.28
01/01/2020 06:00,1587.26,276.26,251.3,133.97,1887.95,251.76
01/01/2020 06:15,1586.36,268.71,235.76,111.58,1887.95,239.82
01/01/2020 06:30,1601.85,256.49,222.12,120.64,1887.95,225.8
01/01/2020 06:45,1603.36,242.91,213.34,129.27,1887.95,214.14
01/01/2020 07:00,1618.52,228.33,163.83,113.08,1887.95,199.69
01/01/2020 07:15,1628.47,212.53,163.61,116.63,1887.95,185.25
01/01/2020 07:30,1629.85,199.54,168.27,121.91,1887.95,174.79
01/01/2020 07:45,1646.35,182.76,171.66,129.59,1887.95,171.75
01/01/2020 08:00,1640.46,175.71,175.47,174.4,1887.95,170.55
01/01/2020 08:15,1634.71,170.86,180.94,211.48,1887.95,173.95
01/01/2020 08:30,1648.89,174.78,188.76,238.2,1887.95,173.95
01/01/2020 08:45,1644.85,176.89,197.43,262.98,1887.95,164.05
01/01/2020 09:00,1638.95,186.32,206.36,268.75,1887.95,152.66
01/01/2020 09:15,1651.47,194.39,218.52,293.34,1887.95,149.55
01/01/2020 09:30,1652.37,211.61,234.12,280.26,1887.95,153.56
01/01/2020 09:45,1653.28,224.37,251.13,251.99,1887.95,164.33
01/01/2020 10:00,1654.26,235.89,270.7,256.69,1887.95,172.18
01/01/2020 10:15,1655.3,255.57,286.98,276.25,1887.95,172.48
01/01/2020 10:30,1656.34,269.89,303.07,291.03,1887.95,179.25
01/01/2020 10:45,1657.38,289.76,317.19,262.38,1887.95,192.86
01/01/2020 11:00,1658.5,294.85,325.01,249.73,1887.95,193.41
01/01/2020 11:15,1659.7,298.95,335.65,271.86,1887.95,183.31
01/01/2020 11:30,1660.9,294.69,340.41,249.77,1887.95,182.84
01/01/2020 11:45,1662.09,287.32,343.36,223.29,1887.95,193.62
01/01/2020 12:00,1663.38,269.02,342.54,200.7,1887.95,203.27
01/01/2020 12:15,1664.76,250.31,341.02,219.97,1887.95,209.78
01/01/2020 12:30,1666.13,231.12,340.28,215.98,1887.95,219.67
01/01/2020 12:45,1667.51,218,338.24,210.54,1887.95,223.21
01/01/2020 13:00,1668.98,213.33,222.32,220.88,1887.95,223.14
01/01/2020 13:15,1670.54,222.83,232.42,219.27,1887.95,224.6
01/01/2020 13:30,1672.11,236.12,248.28,220.6,1887.95,224.71
01/01/2020 13:45,1673.67,243.27,263.54,182.64,1887.95,226.76
01/01/2020 14:00,1675.29,242.48,274.29,167.52,1887.95,232.45
01/01/2020 14:15,1676.96,240.45,279.67,211.8,1887.95,242.4
01/01/2020 14:30,1678.63,243.23,287.63,274.45,1887.95,259.54
01/01/2020 14:45,1680.3,244.96,296.27,270.36,1887.95,267.49
01/01/2020 15:00,1681.98,249.19,301.69,275,1887.95,271.72
01/01/2020 15:15,1683.68,259.97,302.66,302.91,1887.95,272.88
01/01/2020 15:30,1685.38,268.63,301.92,299.54,1887.95,274.44
01/01/2020 15:45,1687.07,275.38,300.58,267.51,1887.95,279.08
01/01/2020 16:00,1688.75,276.51,297.92,257.69,1887.95,285.58
01/01/2020 16:15,1690.4,271.59,297.07,252.43,1887.95,293.32
01/01/2020 16:30,1692.06,272.09,299.9,237.66,1887.95,298.69
01/01/2020 16:45,1693.71,276.01,305.87,246.6,1887.95,304.58
01/01/2020 17:00,1695.28,280.93,314.29,268.3,1887.95,315.6
01/01/2020 17:15,1696.79,283.09,321.15,287.26,1887.95,325.82
01/01/2020 17:30,1698.3,283.3,330.4,287.86,1887.95,333.23
01/01/2020 17:45,1699.81,282.7,339,270.13,1887.95,338.86
01/01/2020 18:00,1701.22,281.08,345.53,287.38,1887.95,342.16
01/01/2020 18:15,1702.53,276.09,352.9,302.32,1887.95,349.5
01/01/2020 18:30,1703.85,270.41,362.88,293,1887.95,365.34
01/01/2020 18:45,1705.17,266.62,372.29,272.09,1887.95,384.03
01/01/2020 19:00,1706.36,256.36,296.36,246.78,1887.95,399.09
01/01/2020 19:15,1707.43,242.53,300.12,235.84,1887.95,406.05
01/01/2020 19:30,1708.5,223.99,307.1,230.71,1887.95,398.97
01/01/2020 19:45,1709.57,202.62,310,236.32,1887.95,379.08
01/01/2020 20:00,1710.52,190.98,309.45,232.27,1887.95,357.38
01/01/2020 20:15,1711.34,188.73,310.42,221.37,1887.95,339.75
01/01/2020 20:30,1712.17,188.16,305.88,202.51,1887.95,327.85
01/01/2020 20:45,1712.99,192.08,301.25,206.63,1887.95,318.92
01/01/2020 21:00,1713.7,203.88,285.5,242.61,1887.95,311.26
01/01/2020 21:15,1714.3,219.56,276.96,241.54,1887.95,301.19
01/01/2020 21:30,1714.9,237.44,271.59,230.98,1887.95,290.3
01/01/2020 21:45,1715.49,261.25,265.07,246.73,1887.95,280.53
01/01/2020 22:00,1715.98,289.6,259.56,242.92,1887.95,275.42
01/01/2020 22:15,1716.36,314.29,257.21,230.01,1887.95,270.24
01/01/2020 22:30,1716.73,336.39,261.4,206.88,1887.95,259.28
01/01/2020 22:45,1717.11,350.45,268.18,199.61,1887.95,251.7
01/01/2020 23:00,1717.38,355.98,278.24,189.57,1887.95,240.97
01/01/2020 23:15,1717.54,358.75,293.26,157.57,1887.95,228.95
01/01/2020 23:30,1717.7,357.8,308.55,145.64,1887.95,221.65
01/01/2020 23:45,1717.86,355.09,320.76,133.56,1887.95,219.11
02/01/2020 00:00,1580.37,364.37,333.29,121.08,1887.95,343.68
02/01/2020 00:15,1579.65,365.23,344.35,127.1,1887.95,340.26
02/01/2020 00:30,1589.73,364.04,354.17,148.72,1887.95,328.08
02/01/2020 00:45,1589.63,358.87,362.92,171.12,1887.95,320.02
02/01/2020 01:00,1591.56,352.73,176.35,176.59,1887.95,319.25
02/01/2020 01:15,1589.98,350.67,185.93,163.72,1887.95,322.08
02/01/2020 01:30,1583.9,349.31,202.78,168.68,1887.95,325.91
02/01/2020 01:45,1583.89,348.49,222.37,161.26,1887.95,328.38
02/01/2020 02:00,1586.25,348.59,239.77,153.07,1887.95,326.33
02/01/2020 02:15,1589.59,351.8,252.91,150.68,1887.95,322.2
02/01/2020 02:30,1606.17,363.24,264.24,165.07,1887.95,323.07
02/01/2020 02:45,1602.89,382.18,276.04,190.29,1887.95,329.83
02/01/2020 03:00,1594.06,406.64,291.26,195.17,1887.95,338.95
02/01/2020 03:15,1593.31,430.87,305.23,196.73,1887.95,345.21
02/01/2020 03:30,1598.21,456,322.03,215.51,1887.95,351.68
02/01/2020 03:45,1600.09,479.41,339.67,238.46,1887.95,365.94
02/01/2020 04:00,1596.28,499.79,340.63,237.8,1887.95,389.26
02/01/2020 04:15,1600.06,517.01,370.09,240.1,1887.95,420.45
02/01/2020 04:30,1596.29,528.5,403.1,232.47,1887.95,459.03
02/01/2020 04:45,1591.18,541.64,442.26,234.68,1887.95,492.53
02/01/2020 05:00,1596.13,555.5,484.96,247.48,1887.95,525.48
02/01/2020 05:15,1599.63,572.5,529.91,260.78,1887.95,567.92
02/01/2020 05:30,1600.7,595.1,580.66,287.35,1887.95,626.08
02/01/2020 05:45,1595.8,619.83,633.06,342.95,1887.95,677.78
02/01/2020 06:00,1596.44,644.08,667.19,452.56,1887.95,698.16
02/01/2020 06:15,1603.96,670.75,715.61,501.43,1887.95,698.57
02/01/2020 06:30,1599.1,699.08,765.16,439.25,1887.95,693.13
02/01/2020 06:45,1607.46,729.16,801.73,437.79,1887.95,690.25
02/01/2020 07:00,1615.08,755.66,463.12,464.15,1887.95,691.3
02/01/2020 07:15,1621.49,788.02,495.21,460.58,1887.95,688.25
02/01/2020 07:30,1619.85,823.54,557.73,489.95,1887.95,688.11
02/01/2020 07:45,1614.05,871.1,619.89,532.17,1887.95,689.53
02/01/2020 08:00,1608.37,913.08,676.59,571.53,1887.95,690.21
02/01/2020 08:15,1613.79,943.81,723.59,569.55,1887.95,702.15
02/01/2020 08:30,1620.67,957.31,766.1,547.21,1887.95,711.5
02/01/2020 08:45,1630.92,972.63,792.83,508.88,1887.95,717.71
02/01/2020 09:00,1635.38,997.44,815.4,532.86,1887.95,722.54
02/01/2020 09:15,1641.99,1017.73,831.06,590.92,1887.95,722.95
02/01/2020 09:30,1639.89,1045.45,843.68,588.71,1887.95,718.9
02/01/2020 09:45,1640.79,1051.65,860.1,605.86,1887.95,719.9
02/01/2020 10:00,1647.12,1050.19,878.44,635.86,1887.95,723.15
02/01/2020 10:15,1649.28,1061.77,891.52,617.58,1887.95,746.99
02/01/2020 10:30,1648.88,1091.35,901.96,597.48,1887.95,795.68
02/01/2020 10:45,1653.69,1110.02,905.75,599.51,1887.95,875.38
02/01/2020 11:00,1653.44,1133.9,912.3,602.25,1887.95,953.65
02/01/2020 11:15,1654.8,1140.89,943.35,557.89,1887.95,1019.08
02/01/2020 11:30,1660.05,1174.12,974.81,550.64,1887.95,1101.82
02/01/2020 11:45,1675.11,1194.8,997.24,569.3,1887.95,1148.82
02/01/2020 12:00,1678.81,1195.86,1037.65,625.89,1887.95,1185.96
02/01/2020 12:15,1679.32,1198.07,1075.9,654.77,1887.95,1170.29
02/01/2020 12:30,1679.82,1204.43,1110.84,697.49,1887.95,1150.08
02/01/2020 12:45,1680.33,1218.48,1154.82,749,1887.95,1144.65
02/01/2020 13:00,1679.72,1257.25,848.93,798.91,1887.95,1141.14
02/01/2020 13:15,1679.97,1301.51,883.84,854.06,1887.95,1118.29
02/01/2020 13:30,1682.05,1335.21,941.66,868.66,1887.95,1124.19
02/01/2020 13:45,1680.33,1331.65,994.52,760.5,1887.95,1142.7
02/01/2020 14:00,1682.48,1302.19,1029.64,898.13,1887.95,1157.64
02/01/2020 14:15,1680.93,1332.26,1087.56,1060.03,1887.95,1167.42
02/01/2020 14:30,1681.2,1347.69,1123.85,1018.56,1887.95,1184.56
02/01/2020 14:45,1681.47,1370.32,1180.63,1039.36,1887.95,1215.87
02/01/2020 15:00,1680.01,1381.04,1237.65,1050.63,1887.95,1250.12
02/01/2020 15:15,1682.05,1414.49,1271.99,1091.06,1887.95,1289.78
02/01/2020 15:30,1685.83,1469.26,1295.29,1102.41,1887.95,1322.45
02/01/2020 15:45,1682.64,1488.8,1362.28,1071.86,1887.95,1322.29
02/01/2020 16:00,1669.14,1513.49,1384.02,1081.85,1887.95,1338.78
02/01/2020 16:15,1666.32,1536.86,1445.12,1099.27,1887.95,1347.35
02/01/2020 16:30,1663.54,1548.62,1471.14,1239.24,1887.95,1369.26
02/01/2020 16:45,1666.36,1574.57,1487.16,1360.34,1887.95,1386.02
02/01/2020 17:00,1670.95,1587.53,1487.03,1371.06,1887.95,1405.97
02/01/2020 17:15,1674.16,1609.36,1501.65,1418.4,1887.95,1482.23
02/01/2020 17:30,1689.11,1630.77,1518.38,1456.11,1887.95,1521.4
02/01/2020 17:45,1692.88,1630.24,1551.09,1493.47,1887.95,1530.97
02/01/2020 18:00,1693.46,1638.4,1552.05,1503.03,1887.95,1578.65
02/01/2020 18:15,1694,1642.99,1564.67,1483.3,1887.95,1592.5
02/01/2020 18:30,1694.54,1646.76,1575.05,1486.98,1887.95,1609.8
02/01/2020 18:45,1695.08,1650.74,1594.39,1516.13,1887.95,1614.59
02/01/2020 19:00,1695.56,1651.09,1452.89,1553.92,1887.95,1619.31
02/01/2020 19:15,1695.98,1657.33,1486.07,1570.42,1887.95,1633.32
02/01/2020 19:30,1696.41,1660.23,1529.24,1573.25,1887.95,1648.17
02/01/2020 19:45,1696.83,1668.46,1561.64,1568.86,1887.95,1641.4
02/01/2020 20:00,1697.17,1666.99,1582.78,1575.29,1887.95,1633.86
02/01/2020 20:15,1697.44,1675.05,1592.66,1595.3,1887.95,1641.81
02/01/2020 20:30,1697.71,1680.16,1613.6,1598.71,1887.95,1647.63
02/01/2020 20:45,1697.97,1683.93,1630.55,1599.15,1887.95,1643.27
02/01/2020 21:00,1698.14,1684.33,1619.61,1602.07,1887.95,1647.96
02/01/2020 21:15,1698.21,1683.72,1639.42,1596.93,1887.95,1658.76
02/01/2020 21:30,1698.28,1690.18,1656.33,1599.1,1887.95,1685.14
02/01/2020 21:45,1698.35,1691.93,1663.55,1592.79,1887.95,1686.95
02/01/2020 22:00,1698.3,1693.47,1662.2,1594.14,1887.95,1688.88
02/01/2020 22:15,1698.14,1693.6,1667.57,1592.4,1887.95,1690.92
02/01/2020 22:30,1697.97,1696.16,1673.78,1604.31,1887.95,1692.96
02/01/2020 22:45,1697.81,1697.47,1676,1590.92,1887.95,1695
02/01/2020 23:00,1697.51,1699.15,1677.91,1610.95,1887.95,1697.03
02/01/2020 23:15,1697.07,1701.07,1679.6,1616.8,1887.95,1699.31
02/01/2020 23:30,1696.63,1702.99,1681.28,1611.24,1887.95,1701.39
02/01/2020 23:45,1696.2,1704.91,1681.46,1595.52,1887.95,1703.69
03/01/2020 00:00,1596.13,1690.35,1684.43,1584.98,1887.95,1687.42
03/01/2020 00:15,1604.51,1691.36,1685.7,1580.64,1887.95,1689.1
03/01/2020 00:30,1605.14,1692,1686.97,1605.94,1887.95,1689.08
03/01/2020 00:45,1604.8,1690.13,1687.88,1606.45,1887.95,1689.09
03/01/2020 01:00,1593.02,1694.25,1653.16,1595.82,1887.95,1694.3
03/01/2020 01:15,1595.81,1691.11,1663.47,1575.14,1887.95,1691.1
03/01/2020 01:30,1595.97,1695.22,1690.9,1594.57,1887.95,1691.06
03/01/2020 01:45,1594.13,1696.4,1684.27,1577.14,1887.95,1692.09
03/01/2020 02:00,1591.5,1696.52,1690.86,1615.18,1887.95,1692.01
03/01/2020 02:15,1592.47,1695.48,1691.61,1615.15,1887.95,1694.76
03/01/2020 02:30,1591.41,1692.04,1684.67,1604.86,1887.95,1694.7
03/01/2020 02:45,1590.99,1693.12,1686.97,1597.97,1887.95,1696.62
03/01/2020 03:00,1585.06,1695.01,1684.23,1565.82,1887.95,1696.33
03/01/2020 03:15,1586.12,1695.4,1687.28,1553.69,1887.95,1694.36
03/01/2020 03:30,1584.11,1694.16,1690.67,1557.04,1887.95,1695.25
03/01/2020 03:45,1584.16,1694.76,1692.13,1579.86,1887.95,1694.71
03/01/2020 04:00,1583.89,1696.82,1693.21,1577.86,1887.95,1694.78
03/01/2020 04:15,1579.12,1697.71,1692.87,1588.5,1887.95,1695.47
03/01/2020 04:30,1565.48,1698.59,1692.88,1586.16,1887.95,1683.2
03/01/2020 04:45,1571.81,1699.48,1694.55,1536.4,1887.95,1694.88
03/01/2020 05:00,1566.68,1699.45,1695.21,1553.51,1887.95,1688.02
03/01/2020 05:15,1558.74,1701.5,1697.29,1507.03,1887.95,1696.81
03/01/2020 05:30,1559.45,1701.01,1690.69,1511.17,1887.95,1693.84
03/01/2020 05:45,1560.06,1703.59,1693.08,1511.64,1887.95,1692.82
03/01/2020 06:00,1547.92,1705.01,1704.01,1564.42,1887.95,1684.84
03/01/2020 06:15,1541.63,1706.78,1708.47,1589.2,1887.95,1695.2
03/01/2020 06:30,1541.18,1708.56,1709.83,1661.07,1887.95,1699.58
03/01/2020 06:45,1541.27,1710.34,1710.73,1660.71,1887.95,1704.78
03/01/2020 07:00,1526.2,1711.9,1712.04,1682.66,1887.95,1705.32
03/01/2020 07:15,1524.31,1713.24,1712.04,1683.03,1887.95,1709.56
03/01/2020 07:30,1527.52,1714.59,1716.12,1687.06,1887.95,1706.36
03/01/2020 07:45,1524.14,1715.93,1717.6,1684.55,1887.95,1698.91
03/01/2020 08:00,1507.37,1716.32,1717.75,1676.2,1887.95,1663.36
03/01/2020 08:15,1530.18,1715.76,1717.36,1685.81,1887.95,1629
03/01/2020 08:30,1517.2,1715.19,1716.7,1674.04,1887.95,1595.52
03/01/2020 08:45,1521.81,1701.52,1716.04,1674.35,1887.95,1454.47
03/01/2020 09:00,1506.43,1713.65,1714.59,1685.39,1887.95,1327.93
03/01/2020 09:15,1510.16,1707.4,1716.34,1685.96,1887.95,1406.86
03/01/2020 09:30,1509.88,1705.24,1714.64,1676.8,1887.95,1384.35
03/01/2020 09:45,1501.43,1709.44,1717.17,1667.39,1887.95,1397.33
03/01/2020 10:00,1518.13,1707.46,1716.84,1668.67,1887.95,1471.9
03/01/2020 10:15,1510.2,1706.29,1718.41,1673.3,1887.95,1560.79
03/01/2020 10:30,1503.28,1662.67,1717.21,1652.83,1887.95,1589.5
03/01/2020 10:45,1496.92,1667.99,1719.79,1655.33,1887.95,1572.63
03/01/2020 11:00,1493.06,1662.19,1689.43,1654.81,1887.95,1579.7
03/01/2020 11:15,1493.29,1649.89,1697.18,1648.93,1887.95,1568.22
03/01/2020 11:30,1491,1624.78,1698.24,1640.5,1887.95,1582.8
03/01/2020 11:45,1494.59,1649.66,1711.34,1656.7,1887.95,1585.95
03/01/2020 12:00,1479.98,1637,1713.37,1661.88,1887.95,1620.44
03/01/2020 12:15,1497.31,1618.05,1717.85,1664.67,1887.95,1632.64
03/01/2020 12:30,1497.16,1589.25,1716.27,1678.56,1887.95,1610.29
03/01/2020 12:45,1492.83,1481.39,1713.48,1687.79,1887.95,1617.06
03/01/2020 13:00,1478.9,1560.24,1573.12,1685.69,1887.95,1656.85
03/01/2020 13:15,1472,1607.4,1575.04,1691.02,1887.95,1666.56
03/01/2020 13:30,1470.85,1687.8,1585.12,1688.01,1887.95,1682.8
03/01/2020 13:45,1467.83,1687.74,1619.16,1685.77,1887.95,1695.77
03/01/2020 14:00,1462.91,1686.62,1641.62,1678.87,1887.95,1691.35
03/01/2020 14:15,1475.17,1684.11,1618.02,1524.34,1887.95,1691.45
03/01/2020 14:30,1461.22,1634.25,1643.98,1444.82,1887.95,1661.56
03/01/2020 14:45,1468.57,1605.57,1632.32,1643.06,1887.95,1629.5
03/01/2020 15:00,1461.25,1556.16,1633.33,1667.18,1887.95,1607.89
03/01/2020 15:15,1464.62,1411.83,1636.77,1651.11,1887.95,1592.32
03/01/2020 15:30,1453.85,1374.83,1650.36,1652.59,1887.95,1607.38
03/01/2020 15:45,1454.84,1420.29,1634.68,1635.18,1887.95,1602.12
03/01/2020 16:00,1444.25,1486.69,1622.88,1534.18,1887.95,1569.54
03/01/2020 16:15,1428.45,1591.16,1616.43,1446.44,1887.95,1514.9
03/01/2020 16:30,1442.15,1634.32,1563.54,1434.09,1887.95,1576.9
03/01/2020 16:45,1431.25,1571.79,1557.79,1462.4,1887.95,1545.23
03/01/2020 17:00,1423.51,1475.22,1525.74,1483.95,1887.95,1427.6
03/01/2020 17:15,1417.73,1380.4,1447.13,1470.17,1887.95,1277.64
03/01/2020 17:30,1414.98,1274.28,1443.12,1356.92,1887.95,1078.02
03/01/2020 17:45,1410.89,1204.65,1480.37,1251.75,1887.95,1078.93
03/01/2020 18:00,1403.49,1189.28,1493.03,1123.3,1887.95,1143.53
03/01/2020 18:15,1393.1,1188.4,1480.84,1044.02,1887.95,1173.12
03/01/2020 18:30,1390.08,1255.51,1468.41,987.77,1887.95,1103.87
03/01/2020 18:45,1383.01,1401.25,1410.26,951.61,1887.95,1018.04
03/01/2020 19:00,1387.47,1275,1122.71,858.02,1887.95,973.35
03/01/2020 19:15,1359.08,1227.79,1112.3,794.54,1887.95,969.95
03/01/2020 19:30,1366.75,1230.33,1106.44,805.1,1887.95,991.79
03/01/2020 19:45,1350.98,1114.76,1099.17,789.07,1887.95,987.97
03/01/2020 20:00,1345.2,949.61,1091.2,708.67,1887.95,955.4
03/01/2020 20:15,1323.5,842.49,1077.46,725.58,1887.95,926.12
03/01/2020 20:30,1317.67,746.56,1065.8,678.69,1887.95,925.97
03/01/2020 20:45,1335.39,687.16,1059.55,696.97,1887.95,937.98
03/01/2020 21:00,1364.94,632.14,1053.45,743.72,1887.95,945.17
03/01/2020 21:15,1373.77,599.97,1066.67,730.64,1887.95,939.24
03/01/2020 21:30,1365.61,606.81,1070.92,693.39,1887.95,922.56
03/01/2020 21:45,1343.94,610.83,1077.02,703.82,1887.95,915.1
03/01/2020 22:00,1354.29,593.76,1086.35,744.87,1887.95,939.72
03/01/2020 22:15,1322.89,568.51,1098.66,873.95,1887.95,975.39
03/01/2020 22:30,1327.12,570.4,1119.24,913.51,1887.95,1011.98
03/01/2020 22:45,1310.54,609.62,1150.71,933.6,1887.95,1068.71
03/01/2020 23:00,1288.11,654.49,1171.12,1020.36,1887.95,1129.66
03/01/2020 23:15,1266.34,671,1173.95,1009.25,1887.95,1143.19
03/01/2020 23:30,1261.76,681.02,1178.57,988.18,1887.95,1147.66
03/01/2020 23:45,1258.2,728.23,1180.51,918,1887.95,1150.43
04/01/2020 00:00,1033.12,1028.51,1160.92,801.52,1887.95,1212.49
04/01/2020 00:15,1027.06,1009.55,1131.34,692.76,1887.95,1191.53
04/01/2020 00:30,1029.29,966.12,1110.18,763.86,1887.95,1185.75
04/01/2020 00:45,1020.01,944.98,1112.4,833.09,1887.95,1171.38
04/01/2020 01:00,1034.39,982.91,978.38,935.26,1887.95,1130.32
04/01/2020 01:15,1024.04,1072.69,988.4,1075.2,1887.95,1123.79
04/01/2020 01:30,1021.69,1204.73,1027.92,1132.79,1887.95,1178.01
04/01/2020 01:45,1029.91,1322.56,1063.9,1182,1887.95,1239.34
04/01/2020 02:00,1031.12,1331.08,1093.84,1213.62,1887.95,1323.12
04/01/2020 02:15,1040.51,1313.14,1111.27,1098.27,1887.95,1394.89
04/01/2020 02:30,1031.28,1344.76,1130.01,928.14,1887.95,1461.01
04/01/2020 02:45,1032.2,1398.25,1145.01,860.09,1887.95,1477.98
04/01/2020 03:00,1030.11,1462.31,1161.87,871.3,1887.95,1479.25
04/01/2020 03:15,1043.17,1507.13,1173.75,866.84,1887.95,1476.76
04/01/2020 03:30,1034.19,1518.19,1177.07,957.62,1887.95,1489.36
04/01/2020 03:45,1028.8,1515.62,1192.74,1042.29,1887.95,1485.56
04/01/2020 04:00,1004.62,1528.01,1211.23,1050.41,1887.95,1469.52
04/01/2020 04:15,977.38,1530.09,1231.89,939.19,1887.95,1453.48
04/01/2020 04:30,957.46,1518.17,1246.84,871.61,1887.95,1477.95
04/01/2020 04:45,944.37,1518.14,1265.43,942.93,1887.95,1499
04/01/2020 05:00,936.38,1507.52,1301.69,1102.97,1887.95,1509.14
04/01/2020 05:15,925.3,1452.15,1323.46,1172.58,1887.95,1503.7
04/01/2020 05:30,926.27,1391.63,1371.27,1244.1,1887.95,1509.56
04/01/2020 05:45,922.72,1359.89,1427.69,1222.64,1887.95,1515.46
04/01/2020 06:00,925.34,1375.59,1455.08,1183.99,1887.95,1501.06
04/01/2020 06:15,942.99,1390.2,1471.51,1198.04,1887.95,1504.3
04/01/2020 06:30,929.02,1409.48,1472.32,1146.83,1887.95,1495.09
04/01/2020 06:45,925.42,1457.97,1496.27,1117.41,1887.95,1475.56
04/01/2020 07:00,948.38,1468.06,1317.65,1022.14,1887.95,1495.14
04/01/2020 07:15,954.15,1496.23,1340.67,1084.51,1887.95,1514.97
04/01/2020 07:30,948.7,1518.64,1371.18,1260.08,1887.95,1500.27
04/01/2020 07:45,929.22,1517.33,1416,1254.09,1887.95,1514.35
04/01/2020 08:00,927.77,1539.16,1461.15,1295.7,1887.95,1522.05
04/01/2020 08:15,925.29,1543.18,1471.71,1406.78,1887.95,1530.4
04/01/2020 08:30,916.95,1559.76,1497.91,1474.08,1887.95,1556.94
04/01/2020 08:45,908.96,1569.68,1524.72,1524.32,1887.95,1546.22
04/01/2020 09:00,892.19,1583.34,1500.25,1557.72,1887.95,1549.05
04/01/2020 09:15,875.59,1578.55,1522.58,1582.49,1887.95,1561.04
04/01/2020 09:30,859.7,1582.68,1528.21,1579.57,1887.95,1562.53
04/01/2020 09:45,845.65,1576.86,1542.7,1574.28,1887.95,1564.43
04/01/2020 10:00,831.75,1580.85,1550.43,1579.12,1887.95,1554.59
04/01/2020 10:15,818.01,1567.59,1554.76,1576.36,1887.95,1572.1
04/01/2020 10:30,780.66,1559.76,1552.4,1569.22,1887.95,1572.99
04/01/2020 10:45,786.02,1548,1560.36,1555,1887.95,1564.79
04/01/2020 11:00,782.27,1561.56,1574.46,1560.8,1887.95,1569.84
04/01/2020 11:15,772.14,1565.09,1572.8,1562.9,1887.95,1565.22
04/01/2020 11:30,761,1560.54,1556.81,1560.99,1887.95,1572.4
04/01/2020 11:45,751.72,1561.08,1572.03,1562.49,1887.95,1548.78
04/01/2020 12:00,743.39,1565.09,1583.24,1570.8,1887.95,1552.44
04/01/2020 12:15,755.16,1564,1587.52,1571.59,1887.95,1550.43
04/01/2020 12:30,764.86,1562.7,1589.45,1566.58,1887.95,1552.84
04/01/2020 12:45,768.25,1559.86,1592.87,1560.27,1887.95,1553.71
04/01/2020 13:00,744.38,1558.08,1500.13,1539.52,1887.95,1550.93
04/01/2020 13:15,739.75,1547.01,1510.53,1529.37,1887.95,1552.08
04/01/2020 13:30,736.73,1532.06,1533.11,1540.11,1887.95,1555.69
04/01/2020 13:45,731.94,1508.06,1538.17,1514.47,1887.95,1555.61
04/01/2020 14:00,733.09,1514.55,1533.01,1491.73,1887.95,1553.68
04/01/2020 14:15,724.96,1479.23,1516.84,1462.35,1887.95,1527.93
04/01/2020 14:30,721.85,1452.84,1499.79,1419.56,1887.95,1514.85
04/01/2020 14:45,699.17,1419.63,1476.04,1360.31,1887.95,1493.37
04/01/2020 15:00,671.55,1393.41,1455.95,1282.99,1887.95,1445.87
04/01/2020 15:15,641.73,1382.73,1408.63,1214.18,1887.95,1373.32
04/01/2020 15:30,622.69,1319.91,1386.24,1112.57,1887.95,1315.07
04/01/2020 15:45,598.75,1291.59,1320.43,1028.62,1887.95,1251.54
04/01/2020 16:00,588.29,1226.08,1272.01,925.32,1887.95,1217.18
04/01/2020 16:15,587.32,1181.1,1221.57,864.31,1887.95,1164.3
04/01/2020 16:30,586.35,1139.89,1177.4,803.73,1887.95,1126.18
04/01/2020 16:45,585.39,1086.12,1138.62,760.03,1887.95,1101.86
04/01/2020 17:00,584.4,1059.81,1089.88,739.24,1887.95,1058.07
